照片,該照片的文字敘述
文件二_第17頁,這張照片記錄了東吳大學舉辦 COMPUTEX 2025 校園連線直播活動的隆重開幕時刻。畫面中東吳大學詹乾隆校長身穿筆挺的深色西裝打著深色領帶，站在裝飾著粉紅與粉白高雅玫瑰花藝的透明壓克力講台前，右手持紅色麥克風發表熱情洋溢的開幕演說。校長身旁立有一座極具視覺張力的黑色大型垂直展架，上方印有輝達的代表性綠色Logo與「NVIDIA COMPUTEX」字樣，大字標題宣告：「精彩可期！COMPUTEX 2025 NVIDIA 執行長黃仁勳主題演講直播 校園 Watch Party」。講台正前方端正懸掛著東吳大學的圓形校徽。整個畫面展現出東吳大學校方高層全力擁抱AI浪潮、引領全校師生緊跟全球頂尖科技動向的前瞻領導力。
文件二_第18頁,這是一張在普仁講堂舉辦的 NVIDIA COMPUTEX 2025 黃仁勳主題演講校園直播 Watch Party 全體師生大合照。階梯會議廳內滿座上百位熱血沸騰的東吳師生，前排中央坐著詹乾隆校長、各學院院長與專任師長，後方數排坐滿了興奮的年輕學子。大家在鏡頭前熱情比出比讚與愛心手勢，前排師長與同學共同展開醒目的亮綠色活動橫幅，中央展示著微星科技（MSI）贊助的白色大字標牌與微星經典的紅色龍魂盾牌標誌，身後多位同學高舉綠色的主題標語手牌與東吳校徽。整間演講廳洋溢著極致震撼的科技盛會氛圍，具體記錄下東吳師生共同見證全球AI算力革命歷史性演講的激動時刻。
文件二_第19頁,這張照片展示了 NVIDIA 執行長黃仁勳在 COMPUTEX 2025 主題演講中所展示的震撼全球之「台灣科技生態系地圖」。整張投影片採用深邃無垠的黑底設計，正中央是一座散發著青翠碧綠螢光、立體脈絡分明的台灣島嶼地圖，象徵著台灣是全球半導體與AI運算不可或缺的堅實心臟。在台灣地圖周圍整齊環繞排列著近百家台灣最頂尖的科技大廠與合作夥伴標誌，包括台積電（TSMC）、鴻海（Foxconn）、廣達（Quanta）、微星（MSI）、華碩（ASUS）、技嘉（GIGABYTE）、聯發科（MediaTek）等硬體巨頭，以及東吳大學等積極投入AI人才培育的頂尖學府。這張圖震撼展現了台灣在世界科技供應鏈上的核心地位。
文件二_第20頁,這張照片是普仁講堂 NVIDIA Watch Party 現場另一角度的高清全場大合影。寬敞的弧形階梯講堂內，鮮紅色的舒適座椅上坐滿了熱情參與的東吳大學師生。前排中央的詹乾隆校長、院長與師長們笑容燦爛，前排同學自豪地展示著「msi」微星科技標誌牌與紅底白紋的立體微星龍盾牌，中間拉起寫有活動主題的亮綠色寬幅布條。全場數百位同學齊刷刷地高舉各色活動手牌，紛紛對鏡頭比出勝利手勢或比讚，天花板上明亮的嵌燈與壁燈將整個會場照耀得金碧輝煌。這張照片生動展現了校園活動非凡的號召力與向心力，記錄下東吳青年學子對前沿科技新知的狂熱追求與身為東吳一份子的強烈榮譽感。
文件二_第21頁,這張照片是詹乾隆校長在 COMPUTEX 2025 黃仁勳演講校園直播派對上致詞的中景特寫鏡頭。校長站立在精緻透明的壓克力演講台後方，講台上擺設著柔和淡雅的粉紅色系桌花，台前懸掛著東吳大學紅底金字的「養天地正氣 法古今完人」圓形校徽。校長神情專注從容，手持麥克風正熱切地向在場的大一新生、高年級生與研究生闡述人工智慧對未來各行各業帶來的破壞性創新，並強調東吳大學特別是巨資學院在軟硬體設備與產學合作上的全面布局。校長身旁是醒目的 NVIDIA 科技線條展架，窗外透進柔和明亮的自然採光，整個鏡頭充滿了一所百年名校在迎向AI新紀元時穩健而自信的領航者氣度。
文件二_第22頁,這張照片是 NVIDIA 執行長黃仁勳演講中那幅引起全球科技界轟動的「台灣供應鏈夥伴星空圖」高解析度全螢幕截圖。畫面以純黑色為深邃底色，中央綻放著如同翡翠般晶瑩透亮、綠光流轉的台灣本島立體地形圖。在台灣地圖四周，以工整對稱的矩陣格式排列了上百個台灣科技重鎮的白色品牌商標，密密麻麻地涵蓋了晶圓代工、伺服器組裝、散熱模組、印刷電路板、高速傳輸連接器乃至頂尖研究型大學名單。這幅圖像生動詮釋了台灣作為全球AI運算底層基礎架構之首都的無可取代性，也是當天東吳大學舉辦校園同步觀摩派對時最令全體師生熱血沸騰、引發全場驚嘆與拍照留念的歷史性畫面。
文件二_第23頁,這是一張以垂直短影音（Reels）格式設計的AI虛擬主播開箱推廣封面圖卡。畫面焦點是一位由前沿生成式AI技術算出的超逼真氣質女大生虛擬形象，她擁有微卷的灰紫色柔順秀髮、靈動有神的大眼睛與甜美的笑顏，臉上戴著印有「巨資小編」字樣的白色防護口罩，身上背著雙肩書包，整體造型宛如真實漫步在校園中的學姐。畫面上方覆蓋著醒目的黃色膠帶造型標籤：「小編帶你飛之開箱篇」，中央是以藍色螢光字體呈現的主題：「#東吳大學智慧創新AI學習中心」，下方字幕則以親切的語氣提問：「你還不知道東吳大學最熱門的智慧創新AI學習中心嗎？」，以年輕人最愛的短影音語言吸引大家探索新中心。
文件二_第24頁,這是一張專為高中生與大一新生設計的趣味心理測驗主視覺宣傳圖卡，標題以可愛活潑的深褐色手繪字體寫道：「你和AI的距離有多近？是哪一型資料探險家」。畫面中央繪製了一個極具童趣的卡通探險家團隊：中央是一隻佩戴工裝吊帶褲、手拿螺絲起子的可愛小白兔，左側是一隻穿著深藍色毛衣的沉穩棕熊，下方是一隻拿著平板電腦專注操作的橘色條紋小貓，右側則站著一台雙眼散發藍光、正伸手打招呼的圓頭白色AI機器人，背景還擺放著一張畫有成長趨勢線的商業圖表展示架。上方印有巨資學院資料科學系的粉紅色系徽標籤，整張圖卡色彩溫暖柔和，成功將艱澀的AI數據分析轉化為充滿趣味的探險旅程。
文件二_第25頁,這張圖片是「資料探險家」趣味心理測驗的點擊入口介面圖卡。畫面背景採用了一幅色彩繽紛朦朧的花卉水彩畫作為打底，透出粉黃、粉紫與嫩綠的清新自然氣息。畫面中央以加粗的深色書法風格大字呈現測驗核心問句：「你是哪一型資料探險家？」，下方正中央設計了一個極具點擊吸引力的亮藍色長方形按鈕，上面以帶有底線的亮黃色粗體字寫著：「開始測驗」。整體設計簡潔有力、主題鮮明，透過低門檻且趣味十足的互動心理測驗形式，吸引即將面臨大學志願選填的高中學子主動探索自己的性格特質與科技潛能，進一步加深對東吳資料科學系多元課程模組的認識。
文件二_第26頁,這是一張專為114學年度大學申請入學二階甄試所製作的溫馨考場歡迎海報。頂部飾有手繪雲朵、彩色星芒與「2025」立體字樣，海報中央是一張許晉雄院長手持麥克風熱情演講的現場實景照片，許院長身穿淺藍色襯衫佩戴眼鏡與名牌，笑容可掬地面向大家。海報上方以醒目的藍色與黃色字體宣告：「114學年度大學申請入學 第二階段指定項目甄試 5.17 哲生樓」，哲生樓旁特別標註了紅色的地標定位圖示。許院長下方則裝飾著一個寫有「WELCOME」的搶眼紅色斜角橫幅標籤。整張海報營造出學系熱烈張開雙臂迎接每位考生蒞臨的溫暖氛圍，有效緩解了高中學子初次踏入大學考場時的緊張焦慮。
文件二_第27頁,這張圖卡是針對申請入學二階甄試第二天的考生所量身打造的暖心加油海報。頂部延續一致的可愛手繪雲朵與星光設計，清楚標示「2025 114學年度大學申請入學 第二階段指定項目甄試 5.18 哲生樓」。畫面左下角是一隻毛質柔軟蓬鬆、身穿紅色「SOOCHOW」T恤的真實東吳泰迪熊玩偶；右下角則繪有一隻張開雙手、露出燦爛笑顏的卡通棕色小熊插圖，小熊穿著印有SCU的深紅色連帽衛衣，身旁圍繞著紅色愛心，中央以發光的黃底紅邊大字寫著：「考試加油！」。整張圖卡充滿了童趣、親和力與滿滿的正能量，讓在5月18日當天前往哲生樓面試的考生感受到來自母系最真摯的應援與支持。
文件二_第28頁,這是一張以深邃星空與星際探險為概念設計的「114學年度申請入學指定項目甄試 資訊懶人包」封面圖卡。海報頂部在放射狀的流星雨與璀璨星光下，以白色大字打出充滿動感的問號：「ARE YOU READY」，下方接續粉紅色大字「東吳大學資料科學系 114學年度申請入學指定項目甄試」。畫面中央是一座粉紅色的外星奇幻月球地表，上方站立著一個身穿純白太空裝、圓滾滾的Q版小宇航員，太空人張開雙臂迎向天際，胸前散發著微光。右側搭配一個圓角紫紅色標籤「資訊懶人包」，右下角則印有資料科學系徽。整張圖片充滿了探索浩瀚宇宙的科技想像力，象徵著進入資科系將開啟一場前所未有的知識冒險。
文件二_第29頁,這是一張由東吳大學高教深耕計畫辦公室發布的「日間學士班應屆畢業生學習成效調查問卷」官方公告海報。海報採用天藍色與湖水綠漸層背景，左上方繪有一架劃破長空的深藍色噴射客機與手繪紙飛機，右上方蓋有東吳大學高教深耕的紅色專用章。主標題以沉穩的深藍色大字寫道：「應屆畢業生 學習成效調查問卷」，並清楚說明調查對象為日間學士班應屆畢業生，系統開放填答時間自即日起至114年7月31日止。畫面中央放置了一個大尺寸的黑白 QR Code 矩陣，並以醒目的紫色標籤指引「請掃描QR CODE 即可連結 線上表單填寫問卷！」。海報底端則繪有數位身穿黑色學士袍、興奮地將學士帽拋向天空的畢業生背影剪影，充滿畢業季的感性氛圍。
文件二_第30頁,這是一張巨量資料管理學院極具歷史傳承意義的「院長交接典禮 暨 院友會成立大會暨第一屆會員大會」正式邀請函與程序表。頂部標註大字主題，誠摯邀請各界貴賓與系友於114年6月28日（星期六）上午10時蒞臨本校城中校區游藝廣場觀禮指導，右側印有卸任院長許晉雄的親筆邀請簽署，並標註學院「10TH ANNIVERSARY · NEXT TEN YEARS（十週年迎向未來十年）」之歷史節點。下方詳細列出兩階段典禮程序：前半段為院長交接典禮（包含報到、來賓介紹、校長致詞、貴賓致詞、印信交接、卸任與新任院長致詞、大合照及茶會交流）；後半段則為院友會成立大會暨第一屆會員大會（主席致詞、成立大會與會員大會），右下角附有報名專用QR Code。
文件二_第31頁,這是一張專為114學年度大學申請入學二階甄試考生所製作的「面試時間表公告」指南海報。頂部以深藍色立體字體寫著「114學年度大學申請入學 第二階段指定項目甄試 面試時間表公告」。畫面中央偏左放置了一個大尺寸的高解析度「公告QR CODE」，供考生立即掃描查詢個人所分配的確切面試時段與報到編號；右側繪有一隻身穿東吳SCU啦啦隊服、活力四射的小熊插圖，為考生高呼「考試加油！」。下方以紅字與地標圖示清楚載明甄試日期為114年5月17日與18日，地點位於外雙溪校區哲生樓3樓。底部綠色打勾圖示嚴肅提醒考生務必攜帶具身分證字號與照片之身分證件正本備查，不得以電子圖檔取代，並須依指定時間報到以維護應試權益。
